"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","94522",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","194680",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1402",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","36026",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1524366",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","84583",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","491315",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","286842",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","281027",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","78128",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","173388",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1307",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","28862",""
"Colombia","2005","Total","Female","40 - 44","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1425452",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","96149",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","468732",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","222389",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","193279",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","53641",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","137147",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1232",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","28715",""
"Colombia","2005","Total","Female","45 - 49","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1201284",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","98373",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","432601",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","154170",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","113497",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","34201",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","96261",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","939",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","27368",""
"Colombia","2005","Total","Female","50 - 54","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","957410",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","101665",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","377968",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","99970",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","70940",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","22493",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","56482",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","664",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","25969",""
"Colombia","2005","Total","Female","55 - 59","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","756151",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","102015",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","305837",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","61417",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","44359",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","12949",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","27487",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","424",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","23594",""
"Colombia","2005","Total","Female","60 - 64","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","578082",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","113780",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","260185",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","45606",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","31367",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","7385",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","13889",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","193",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","17039",""
"Colombia","2005","Total","Female","65 - 69","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","489444",""
"Colombia","2005","Total","Female","70 - 74","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","100851",""
